,h,r,t
49672,9315,0,10762
23731,4185,0,10756
19178,3382,0,10829
23757,4190,0,10723
38452,7003,0,10811
6845,1162,0,10780
840,150,0,10802
52007,9804,0,10721
3127,547,0,10720
46916,8749,0,10718
42176,7751,0,10780
28988,5031,0,11017
7493,1290,0,10716
37505,6792,0,10828
19227,3394,0,10820
30387,5285,0,10717
27613,4824,0,10734
46476,8652,0,10940
27940,4864,0,11019
3010,522,0,10859
5925,1007,0,10738
50215,9427,0,10940
27729,4840,0,11019
49650,9312,0,11017
40708,7440,0,10764
55824,10666,0,10779
37525,6796,0,10979
5325,913,0,10948
19682,3471,0,10715
34053,6044,0,10785
34529,6139,0,10900
38280,6965,0,10940
26297,4576,0,11021
33566,5939,0,10717
49996,9377,0,10768
49761,9333,0,10734
32635,5736,0,10771
41205,7554,0,10851
8883,1560,0,10909
52749,9980,0,10791
39348,7170,0,10828
34313,6088,0,10720
52402,9895,0,10715
33422,5912,0,10812
30406,5288,0,10714
2665,460,0,10891
43691,8058,0,10726
53576,10168,0,10744
19078,3362,0,10718
45217,8399,0,10795
13860,2436,0,11021
38104,6925,0,10746
13548,2382,0,11021
45403,8442,0,10734
49915,9360,0,10717
9705,1710,0,10780
1822,331,0,10714
11476,2020,0,11023
53002,10042,0,10803
41946,7705,0,10797
38359,6982,0,10735
23637,4170,0,10866
35478,6336,0,10787
21146,3752,0,10734
18095,3181,0,10734
51319,9658,0,10759
43409,8001,0,11034
47556,8878,0,10741
21945,3893,0,10715
35073,6261,0,11026
25424,4448,0,10795
19260,3399,0,10850
13287,2337,0,11023
30325,5270,0,10727
12433,2182,0,11018
49889,9356,0,10878
21602,3841,0,11017
36248,6504,0,10940
1193,221,0,10830
52846,10004,0,10753
24279,4268,0,11026
239,43,0,10742
33845,5996,0,10781
3651,652,0,10735
8318,1450,0,10774
16166,2835,0,10827
25713,4484,0,10735
42150,7746,0,11019
5665,967,0,10873
11372,2004,0,11023
37297,6745,0,10785
4179,738,0,10766
7581,1304,0,10764
42108,7738,0,10726
23474,4140,0,10727
23396,4128,0,10813
20024,3538,0,10734
43540,8029,0,10794
35933,6431,0,10948
50195,9422,0,10922
54931,10483,0,10764
14964,2623,0,11023
49784,9336,0,10718
12793,2242,0,11021
42319,7777,0,10764
17274,3042,0,11022
11297,1990,0,11018
12036,2115,0,11021
12555,2203,0,10714
30305,5268,0,10717
6181,1053,0,10830
13311,2341,0,11023
13481,2370,0,10996
30279,5264,0,10961
9922,1754,0,10767
24712,4332,0,11024
38349,6979,0,10919
4563,799,0,10882
6201,1057,0,10760
37945,6889,0,10828
15088,2643,0,11023
4672,815,0,10766
5687,967,0,10741
9109,1598,0,10784
4698,819,0,10936
7159,1221,0,10781
24346,4278,0,10996
28295,4911,0,11022
7393,1269,0,10752
30849,5370,0,10717
18798,3314,0,11024
27463,4793,0,11034
24621,4321,0,11024
51931,9790,0,10719
48381,9049,0,10799
53929,10250,0,11047
20546,3642,0,10814
50807,9549,0,10723
53759,10208,0,10726
15347,2694,0,10766
55117,10530,0,10744
4370,770,0,10816
22649,4011,0,11027
42849,7888,0,11021
38996,7104,0,10758
51458,9689,0,11024
32598,5729,0,10803
35883,6423,0,10820
18582,3278,0,11024
14254,2509,0,11018
114,22,0,10768
18429,3249,0,11021
42116,7740,0,10825
50492,9483,0,10803
31571,5524,0,10879
41639,7642,0,10834
21567,3837,0,11034
34585,6151,0,10828
4383,771,0,10779
52322,9876,0,10755
18689,3296,0,10726
47578,8884,0,10734
6428,1100,0,10717
49032,9183,0,10883
31722,5552,0,10861
15488,2722,0,10716
41415,7598,0,10734
25050,4383,0,11021
54570,10397,0,10764
23844,4203,0,11024
47795,8929,0,10917
53280,10100,0,10876
35088,6265,0,10800
27245,4763,0,11026
42636,7843,0,10779
44328,8206,0,10922
23336,4120,0,11034
10237,1823,0,10954
9481,1670,0,10785
45774,8523,0,10723
4170,737,0,10756
24370,4283,0,10794
54642,10415,0,10853
26022,4538,0,11023
21456,3814,0,11019
32585,5726,0,10940
35685,6378,0,10940
8963,1575,0,10730
46460,8649,0,10760
34592,6153,0,10734
45099,8374,0,10719
2108,380,0,10726
31863,5578,0,10753
29113,5050,0,11023
37377,6764,0,10940
7234,1236,0,10893
42892,7898,0,10715
25528,4458,0,11027
44272,8191,0,10732
30611,5325,0,10754
22533,3993,0,10754
31666,5542,0,10720
23735,4186,0,11023
786,137,0,10764
35257,6294,0,10889
52734,9976,0,10882
35997,6443,0,10940
42713,7857,0,10717
44701,8289,0,10825
40908,7478,0,10746
35261,6294,0,10907
27510,4803,0,11019
54391,10356,0,10773
35229,6294,0,10919
25674,4477,0,11023
48446,9061,0,10779
12724,2229,0,11026
46816,8726,0,10890
5322,912,0,10887
20560,3645,0,10729
24898,4359,0,10996
282,49,0,10824
48696,9111,0,10725
28666,4979,0,10764
37712,6836,0,10828
14945,2621,0,11019
52130,9833,0,10755
12870,2256,0,11023
5469,941,0,10765
878,160,0,10764
51245,9641,0,10837
45078,8370,0,10751
21799,3866,0,11023
49621,9307,0,10730
13158,2309,0,11020
29237,5069,0,11022
32465,5695,0,10755
2654,460,0,10958
9988,1769,0,10761
7320,1255,0,10721
32232,5648,0,10715
12630,2215,0,11022
11395,2008,0,11022
20992,3728,0,11025
18264,3214,0,11020
7405,1272,0,10780
6992,1189,0,10848
3339,589,0,10814
14156,2491,0,10750
30410,5288,0,10734
54254,10325,0,10884
36278,6510,0,10787
13142,2307,0,10717
42322,7778,0,11034
31528,5515,0,10773
54419,10363,0,10846
26106,4549,0,11020
40778,7456,0,11026
28401,4931,0,11026
4151,735,0,10798
20011,3536,0,10920
5170,902,0,10843
34176,6070,0,10733
16142,2831,0,11021
6364,1089,0,10718
5390,927,0,10727
32862,5788,0,10800
49541,9291,0,10717
29845,5182,0,10800
43016,7920,0,11019
6262,1070,0,10725
39799,7266,0,10795
38170,6939,0,10828
31093,5424,0,10851
9627,1697,0,10715
35816,6407,0,10717
54293,10335,0,10720
45622,8496,0,10853
48105,8987,0,10985
3684,660,0,10764
50927,9575,0,10762
29903,5190,0,10898
9365,1647,0,10769
45182,8391,0,10764
12520,2198,0,11020
41844,7684,0,10727
40942,7485,0,10756
2039,365,0,10795
3226,563,0,10880
12438,2183,0,10785
23825,4201,0,11017
36362,6529,0,10979
52408,9896,0,10843
44444,8230,0,10715
17117,3014,0,11023
28938,5021,0,11020
3764,677,0,10744
166,33,0,10720
4609,806,0,10773
51119,9616,0,10718
37733,6841,0,10940
51868,9776,0,10717
37741,6842,0,10988
9404,1654,0,10920
24431,4293,0,11023
14187,2496,0,11022
9788,1722,0,10754
34238,6085,0,10800
20644,3665,0,10743
4883,845,0,10796
48733,9118,0,10851
42684,7850,0,10899
52692,9965,0,10766
11582,2040,0,11026
8160,1405,0,11000
24284,4268,0,11024
37381,6764,0,10828
41020,7497,0,11019
18874,3325,0,11020
48068,8977,0,10789
34156,6066,0,10755
12113,2127,0,10810
4156,735,0,10847
30040,5221,0,10753
45660,8502,0,10836
11796,2073,0,11021
8106,1391,0,10715
8345,1455,0,10742
39777,7263,0,10988
10840,1921,0,11022
24623,4322,0,11034
1593,293,0,10746
18136,3190,0,11027
16140,2831,0,11026
43718,8065,0,10727
580,101,0,10812
42570,7831,0,10847
42708,7855,0,10899
24918,4362,0,11019
33696,5965,0,10755
19418,3424,0,10896
4162,736,0,10735
44604,8266,0,10851
7597,1307,0,10851
6791,1155,0,10787
53189,10084,0,11032
25664,4476,0,11024
3957,709,0,10717
35241,6294,0,10865
8877,1558,0,10791
36905,6657,0,10714
5218,902,0,10768
5329,913,0,10885
24098,4236,0,11026
32060,5615,0,10755
28862,5007,0,11027
1686,310,0,10757
42009,7721,0,10910
28918,5018,0,10883
1144,214,0,10771
40520,7403,0,10734
42196,7755,0,10748
38147,6934,0,10750
39569,7220,0,10785
1782,325,0,10820
26917,4696,0,10717
31262,5458,0,10956
22325,3958,0,10802
22307,3955,0,10735
32158,5633,0,10719
25949,4525,0,10900
51984,9802,0,10746
48997,9177,0,10781
23326,4117,0,10802
25501,4455,0,11020
27056,4725,0,11004
4368,770,0,10876
36472,6553,0,10979
30149,5243,0,10752
41149,7538,0,10908
13526,2378,0,11021
53123,10071,0,10727
50709,9526,0,10877
39978,7303,0,10828
21474,3816,0,11023
16193,2841,0,11021
37652,6823,0,10940
8326,1452,0,10865
35332,6304,0,10988
11947,2102,0,11024
49169,9212,0,10717
10973,1944,0,10802
3875,695,0,10800
38805,7065,0,10940
14807,2599,0,11020
44457,8234,0,10866
20731,3681,0,10753
53365,10117,0,10734
36133,6475,0,10979
49210,9216,0,10773
45376,8435,0,10727
4866,845,0,10755
24118,4238,0,11019
8331,1453,0,10919
55337,10582,0,10762
23924,4214,0,10996
3115,544,0,10785
35956,6433,0,10844
12497,2194,0,11021
1602,293,0,10729
5116,892,0,10755
6418,1099,0,10717
42913,7902,0,10723
40203,7344,0,10718
34578,6149,0,10884
45232,8402,0,10773
34169,6069,0,10940
33753,5977,0,10806
9540,1682,0,10723
43564,8035,0,10747
40013,7304,0,10820
41216,7556,0,10767
52718,9972,0,10744
37133,6706,0,10988
46178,8603,0,10892
55689,10654,0,10738
27914,4861,0,11025
15339,2693,0,11021
19607,3459,0,10742
278,48,0,10769
22408,3970,0,10798
39387,7180,0,10940
38126,6931,0,10800
745,129,0,10719
8092,1387,0,10776
46922,8751,0,10942
36800,6631,0,10753
29837,5180,0,10735
29162,5057,0,11023
55953,10699,0,10851
53843,10228,0,10959
38062,6915,0,10773
32881,5794,0,10766
17570,3100,0,10735
238,43,0,10812
4624,810,0,10715
37991,6899,0,10800
22950,4058,0,10714
14959,2622,0,11023
29372,5090,0,11023
1182,219,0,10828
20510,3634,0,10727
47672,8905,0,10940
11054,1958,0,11022
35584,6355,0,10787
40200,7343,0,10803
50882,9567,0,10746
10810,1916,0,11024
15477,2719,0,10778
28359,4923,0,11019
33860,6000,0,10787
28318,4915,0,11023
27496,4799,0,11024
16855,2968,0,11017
34033,6040,0,10774
48988,9176,0,10717
8528,1489,0,10815
46388,8639,0,10937
35152,6279,0,10787
11391,2007,0,11017
25867,4508,0,10833
48185,9007,0,10746
39919,7293,0,10803
10779,1913,0,11022
48342,9040,0,10718
48777,9125,0,10850
2618,454,0,10753
30423,5289,0,10740
31448,5497,0,10850
52002,9803,0,10802
22728,4027,0,10829
50676,9519,0,10837
21823,3869,0,11024
37031,6683,0,10954
45444,8451,0,10766
34242,6086,0,10879
8355,1457,0,10714
49972,9372,0,10748
27442,4789,0,11021
41593,7632,0,10814
19171,3380,0,10757
44145,8160,0,10792
51477,9693,0,11017
33473,5920,0,10889
10188,1812,0,10761
8332,1453,0,10718
36332,6523,0,10940
3528,623,0,10742
12887,2258,0,11020
14752,2591,0,11023
27532,4809,0,10770
39222,7147,0,10787
966,182,0,10852
11771,2068,0,11023
16761,2951,0,11020
16356,2874,0,11020
6038,1030,0,10735
31817,5569,0,10801
22104,3918,0,10735
54892,10472,0,10962
53030,10049,0,10878
22581,4002,0,10758
37835,6864,0,10979
1265,232,0,10839
55399,10594,0,10882
11638,2048,0,11023
38331,6977,0,10828
2660,460,0,10717
55728,10655,0,10820
53753,10207,0,10834
37805,6856,0,10979
49592,9301,0,10741
20585,3653,0,10807
8470,1476,0,10739
41504,7615,0,10714
11154,1968,0,11020
11667,2052,0,11024
36812,6633,0,10940
27628,4827,0,11026
7479,1286,0,10772
2542,442,0,10959
18123,3187,0,11023
24597,4319,0,11024
3429,606,0,10870
14268,2512,0,11019
4180,738,0,10800
4864,845,0,10764
5391,927,0,10796
52767,9985,0,10917
34758,6193,0,10787
32581,5724,0,10758
37824,6861,0,10756
37090,6698,0,10800
23145,4086,0,10738
42326,7778,0,11027
19928,3521,0,10812
44062,8143,0,11018
25500,4455,0,11024
5073,885,0,10734
18010,3167,0,10996
31884,5583,0,10888
17420,3069,0,10735
50842,9558,0,10720
52343,9881,0,10728
15068,2638,0,11020
29870,5184,0,10870
37594,6811,0,11025
31194,5448,0,10732
24407,4291,0,11025
45740,8515,0,10734
15423,2709,0,10744
8537,1491,0,10734
8145,1400,0,10787
44107,8154,0,10720
2655,460,0,10744
9842,1735,0,10812
49036,9184,0,10882
23306,4114,0,11024
12145,2133,0,10745
4200,741,0,10888
5271,902,0,10952
26811,4674,0,10715
50941,9577,0,10874
54140,10299,0,11048
20402,3612,0,10730
465,85,0,10730
4992,869,0,10920
48599,9091,0,10883
33704,5967,0,10810
18373,3236,0,11020
31639,5536,0,10882
20324,3596,0,11024
47988,8963,0,10727
17973,3160,0,11021
54671,10420,0,10815
32526,5710,0,10755
34836,6211,0,10785
51045,9598,0,10731
49366,9250,0,10778
53219,10091,0,10853
47424,8847,0,10948
20404,3612,0,10734
28495,4947,0,11020
44964,8342,0,10717
38768,7060,0,10843
4338,762,0,10762
4652,814,0,10795
10680,1899,0,11017
7955,1366,0,10891
18683,3295,0,11021
47743,8919,0,10906
30122,5239,0,10717
36093,6466,0,10940
1042,196,0,10820
19790,3494,0,10727
25834,4504,0,11025
53245,10096,0,10715
51309,9655,0,10846
44600,8266,0,10720
6195,1056,0,10795
8209,1418,0,10999
20543,3641,0,10727
31540,5517,0,10878
45466,8456,0,10757
32467,5696,0,10787
54673,10421,0,10718
36509,6561,0,10979
19558,3450,0,10714
5879,999,0,10717
44818,8308,0,10795
41806,7677,0,10764
23508,4146,0,11026
33782,5985,0,10940
38339,6979,0,10715
42688,7851,0,11019
11370,2004,0,11021
45966,8562,0,10767
39309,7161,0,10717
36882,6651,0,10940
20401,3611,0,10906
30717,5349,0,10766
46551,8671,0,10773
19117,3370,0,10847
49800,9339,0,10743
18250,3212,0,10820
22653,4011,0,11021
11626,2046,0,11024
8948,1572,0,10796
36296,6513,0,10988
2256,392,0,10770
42997,7917,0,10835
7067,1204,0,10734
53259,10098,0,10831
28391,4930,0,11019
29150,5056,0,11021
55831,10667,0,10734
41825,7680,0,10764
3194,558,0,10773
6923,1177,0,10765
47536,8873,0,10835
3761,676,0,10720
14122,2485,0,11020
49141,9204,0,10921
14311,2522,0,11017
7928,1366,0,10862
6463,1106,0,10717
1290,235,0,10882
27468,4793,0,11027
7509,1292,0,10770
44276,8192,0,10780
54021,10272,0,10764
8992,1582,0,10717
50639,9510,0,10717
39010,7108,0,10940
12715,2227,0,11022
3556,629,0,10880
3940,706,0,10755
13782,2421,0,11021
20768,3688,0,10717
26973,4707,0,11004
13028,2284,0,11023
19571,3453,0,10794
40525,7405,0,10735
41843,7684,0,10764
51510,9696,0,11023
20838,3702,0,10719
15351,2695,0,10717
18145,3191,0,11019
14835,2604,0,11024
32946,5808,0,10836
15883,2788,0,11023
51575,9712,0,10715
9913,1752,0,10717
9205,1610,0,11012
28353,4921,0,11020
626,111,0,10726
42756,7866,0,10723
20628,3661,0,11019
17768,3130,0,11021
1201,223,0,10795
46116,8594,0,10894
28086,4885,0,11025
46424,8644,0,10806
21540,3829,0,11023
15884,2788,0,11024
16060,2815,0,11020
44567,8259,0,10767
19825,3502,0,10733
50446,9471,0,10778
38833,7071,0,10779
40595,7419,0,11022
24196,4255,0,10803
20094,3555,0,10721
4296,757,0,10921
53620,10179,0,10714
7794,1348,0,10727
1721,317,0,10789
22008,3900,0,10839
19587,3457,0,10873
38950,7094,0,10769
23807,4198,0,11018
28904,5015,0,11020
23675,4177,0,11026
18214,3204,0,11023
17242,3035,0,11022
4531,794,0,10820
23865,4207,0,11025
32508,5705,0,10954
55481,10612,0,10737
31346,5477,0,10803
15888,2789,0,11023
18245,3211,0,11023
29180,5059,0,11020
35994,6442,0,10741
15228,2672,0,10996
13867,2437,0,11023
26177,4560,0,10766
1904,341,0,10793
49191,9214,0,10918
50160,9415,0,10764
16432,2892,0,10727
29572,5126,0,11022
54836,10462,0,10764
10103,1792,0,10804
14257,2510,0,11017
842,151,0,10786
20432,3618,0,10764
30167,5243,0,10841
19750,3486,0,10723
42687,7851,0,11017
14619,2569,0,11026
39102,7125,0,10882
23616,4165,0,11024
28812,4998,0,10757
15105,2646,0,10721
24757,4338,0,11020
36644,6595,0,10828
32052,5613,0,10803
16823,2961,0,10838
39441,7192,0,10940
17886,3148,0,11019
31861,5578,0,10715
25120,4394,0,10764
9180,1606,0,10721
5677,967,0,10762
34019,6037,0,10738
50057,9389,0,10877
50383,9458,0,10717
17621,3110,0,11027
52730,9975,0,10734
45118,8376,0,10715
29761,5163,0,10843
5334,915,0,10754
34905,6228,0,10733
15345,2694,0,10727
26639,4639,0,10717
54968,10491,0,10717
47598,8888,0,10764
24305,4271,0,10996
45968,8563,0,10764
8809,1547,0,10714
11298,1990,0,10996
46408,8643,0,10794
12456,2186,0,11021
44703,8290,0,10746
39764,7260,0,10743
52094,9824,0,10715
32712,5752,0,10940
49769,9334,0,10738
6337,1084,0,10730
28640,4974,0,10895
19621,3462,0,10717
18026,3170,0,11023
53999,10266,0,10876
9633,1697,0,10750
32137,5630,0,10973
2817,486,0,10747
52670,9960,0,10795
54572,10398,0,10720
31184,5447,0,10843
42142,7745,0,10815
1288,235,0,10734
42087,7735,0,10718
8407,1463,0,10746
25155,4400,0,11017
46074,8585,0,10715
28731,4989,0,11022
34929,6234,0,10940
10294,1834,0,10719
27704,4836,0,10717
13247,2330,0,11020
29509,5115,0,10756
27614,4824,0,10878
16352,2874,0,11021
26830,4677,0,10797
30073,5228,0,11002
14106,2481,0,10996
912,169,0,10815
18753,3308,0,11022
52069,9819,0,10715
14704,2585,0,10736
32104,5625,0,10795
26849,4682,0,11002
36629,6592,0,10940
37328,6752,0,10940
18549,3272,0,11022
49177,9213,0,10779
28218,4899,0,10996
37233,6731,0,10812
3659,654,0,10891
36729,6616,0,10755
5165,902,0,10862
35757,6392,0,10889
14209,2500,0,11022
23254,4106,0,10764
23416,4130,0,11020
7510,1292,0,10742
37278,6740,0,10979
9941,1759,0,10715
40318,7363,0,10717
14335,2526,0,10743
21209,3766,0,11019
28092,4885,0,11022
31848,5576,0,10865
31663,5542,0,10812
15654,2751,0,11023
15174,2662,0,10800
1562,286,0,10797
3474,612,0,10738
21667,3852,0,10726
20233,3578,0,10723
40029,7306,0,10721
17455,3076,0,11024
4664,814,0,10826
54314,10340,0,10734
44482,8241,0,10769
55044,10510,0,10764
9590,1691,0,10764
6888,1171,0,10782
48451,9062,0,10858
14213,2501,0,10996
5029,879,0,10795
28121,4888,0,11026
15578,2736,0,11024
26862,4684,0,10729
5210,902,0,10977
16038,2813,0,11027
14917,2617,0,11027
2737,474,0,10866
18624,3285,0,11023
26867,4686,0,11005
54613,10408,0,10735
23035,4072,0,10715
15604,2742,0,11017
15869,2785,0,11024
45716,8511,0,10734
26437,4598,0,10735
12379,2173,0,11026
39017,7110,0,10787
30368,5280,0,10886
52961,10033,0,10954
39391,7181,0,10940
6788,1155,0,10858
21575,3837,0,11023
13049,2288,0,10764
2067,371,0,10765
2299,398,0,10717
54740,10440,0,10885
6569,1122,0,10730
37442,6779,0,10800
39814,7270,0,11027
43479,8014,0,11017
14132,2488,0,11017
40329,7364,0,10953
17818,3138,0,11021
18516,3265,0,10715
46493,8657,0,10715
320,57,0,10771
15624,2745,0,11023
1156,216,0,10727
5279,904,0,10764
18000,3164,0,11019
52016,9806,0,10723
21825,3869,0,11023
7995,1372,0,10948
7748,1341,0,10785
15863,2785,0,11019
19938,3522,0,10829
33956,6022,0,10822
55562,10625,0,10878
18132,3189,0,10996
20673,3670,0,11019
47179,8794,0,10753
8101,1389,0,10882
2517,437,0,10771
53625,10180,0,10766
37609,6814,0,10940
53904,10243,0,10763
41945,7705,0,10717
20485,3629,0,10754
55195,10550,0,10807
346,64,0,10765
36638,6594,0,10758
29433,5101,0,11024
14107,2482,0,11017
42488,7817,0,11034
22038,3904,0,11018
36996,6674,0,11027
20022,3538,0,10918
56009,10710,0,10753
34954,6239,0,10820
19205,3387,0,10715
22039,3904,0,10996
17256,3038,0,11023
28562,4961,0,10996
29027,5035,0,10734
22720,4024,0,10727
29405,5096,0,11025
28671,4980,0,10717
6581,1122,0,10866
48087,8983,0,10723
55749,10659,0,10894
30951,5391,0,10767
7569,1302,0,10776
55141,10536,0,10843
12994,2277,0,10929
38466,7004,0,10873
26946,4701,0,10766
33507,5926,0,10768
11307,1992,0,10820
48707,9114,0,10795
39373,7176,0,10727
31040,5413,0,10795
10992,1946,0,11024
53532,10157,0,10717
9666,1703,0,10866
22246,3943,0,10727
17961,3158,0,10755
45165,8386,0,10764
16311,2864,0,11021
52006,9804,0,10795
44383,8219,0,10799
34147,6064,0,10988
49298,9233,0,10882
19289,3402,0,10766
28570,4963,0,10721
24219,4257,0,11024
51000,9589,0,10717
2024,362,0,10876
40124,7325,0,10717
27146,4747,0,10773
47702,8911,0,10820
12478,2190,0,11020
1418,256,0,10928
29348,5088,0,11021
2004,357,0,10717
43219,7965,0,11027
32318,5666,0,10766
49080,9195,0,10770
16792,2956,0,11023
50071,9390,0,10731
33952,6021,0,10795
3264,571,0,10773
15176,2662,0,10781
48329,9037,0,10764
5628,962,0,10782
6989,1188,0,10953
31922,5588,0,10726
53266,10098,0,10800
7158,1221,0,10876
22463,3979,0,10715
35169,6283,0,10785
8531,1490,0,10863
3441,608,0,10773
39987,7304,0,10808
19904,3519,0,10993
41655,7644,0,10745
22807,4039,0,11019
31686,5544,0,10818
31662,5541,0,10830
37057,6689,0,10979
1076,203,0,10766
31674,5543,0,10718
31850,5576,0,10766
44712,8292,0,10766
25162,4401,0,10996
51145,9622,0,10738
35369,6311,0,10884
50499,9486,0,10795
41583,7630,0,10813
32179,5636,0,10794
45247,8404,0,10773
8094,1387,0,10736
23597,4162,0,11021
12726,2229,0,11021
33402,5908,0,10988
3758,676,0,10795
35665,6373,0,10940
42873,7893,0,10756
47885,8943,0,10757
53879,10237,0,11049
30819,5367,0,10753
1762,323,0,10899
36250,6504,0,10800
7282,1246,0,10745
53661,10188,0,10715
50386,9459,0,10779
44655,8276,0,10781
36479,6555,0,10979
3623,645,0,10737
2421,421,0,10862
15341,2693,0,11023
51644,9724,0,10780
24540,4312,0,11025
31007,5405,0,10802
50629,9509,0,10812
21606,3841,0,11021
12761,2237,0,10757
50010,9381,0,10756
10126,1797,0,10764
15413,2707,0,10717
51233,9639,0,10766
24493,4304,0,11022
33628,5952,0,10896
45424,8446,0,10748
25952,4526,0,10882
27751,4843,0,11023
26757,4662,0,10820
8482,1479,0,10715
298,52,0,10726
24640,4323,0,11021
2766,480,0,10827
11326,1995,0,11019
31381,5485,0,10717
49276,9230,0,10891
36763,6623,0,10734
6969,1184,0,10718
42575,7832,0,10818
7152,1219,0,10734
22396,3970,0,10717
26661,4645,0,10854
8443,1470,0,10747
23990,4222,0,10714
48706,9114,0,10719
366,69,0,10717
4964,864,0,10797
54753,10444,0,10866
35372,6312,0,10785
41350,7584,0,10795
8642,1514,0,10963
4598,804,0,10750
34022,6038,0,10787
11276,1987,0,11027
28670,4980,0,10778
51967,9800,0,10766
24860,4353,0,11019
20342,3601,0,10756
29899,5189,0,10715
47755,8923,0,10735
32119,5628,0,10746
52676,9962,0,10815
34828,6209,0,10940
32807,5775,0,10922
3312,582,0,10786
40339,7367,0,10727
25792,4496,0,11027
41694,7654,0,10800
18112,3185,0,11017
2956,512,0,10717
54913,10478,0,10752
9311,1641,0,10778
46826,8728,0,10726
40116,7324,0,10880
12468,2189,0,11017
9462,1667,0,10724
46180,8603,0,10775
33889,6006,0,10979
28479,4943,0,11019
37087,6698,0,10940
15038,2633,0,10950
17502,3087,0,10744
16405,2887,0,10734
28999,5032,0,10808
27930,4863,0,11025
33892,6007,0,10876
25384,4440,0,11023
49945,9367,0,10765
44442,8230,0,10764
47211,8800,0,10836
41201,7553,0,10745
15906,2793,0,11023
11689,2055,0,10940
1313,237,0,10808
50542,9494,0,10715
44891,8325,0,10743
53872,10235,0,11047
55,11,0,10737
3547,626,0,10738
25027,4380,0,11018
50729,9531,0,10877
29966,5204,0,10717
8944,1572,0,10714
38956,7095,0,10871
29152,5056,0,11022
18839,3321,0,11021
39970,7301,0,10756
34244,6086,0,10874
16583,2919,0,11017
15218,2670,0,10720
1513,279,0,10795
27840,4855,0,11034
8969,1577,0,10794
24236,4259,0,11026
54612,10408,0,10860
4219,745,0,10734
18583,3278,0,11020
35021,6251,0,10812
32608,5731,0,10738
7719,1335,0,10726
39301,7160,0,10756
18768,3310,0,11021
14023,2465,0,11017
9800,1724,0,10827
11839,2081,0,11022
14754,2591,0,11020
36021,6449,0,10787
31377,5484,0,10724
48647,9100,0,10715
50849,9559,0,10746
8524,1488,0,10725
45961,8561,0,10882
23778,4193,0,10773
9453,1664,0,10803
1523,280,0,10747
30160,5243,0,10876
41608,7637,0,10743
9306,1639,0,10889
11985,2107,0,11022
30713,5349,0,10773
19277,3401,0,10773
13603,2392,0,11017
31883,5583,0,10810
29112,5050,0,11022
13105,2299,0,10779
52223,9855,0,10973
24537,4311,0,10996
43405,8000,0,10714
12440,2183,0,10741
26883,4689,0,10806
29268,5077,0,10915
687,120,0,10747
36268,6507,0,10828
1479,269,0,10782
31446,5497,0,10764
9638,1698,0,10715
15054,2636,0,10718
30976,5398,0,10803
25014,4377,0,11017
39820,7270,0,11020
5158,901,0,10737
48322,9035,0,10940
51777,9757,0,10820
32611,5732,0,10794
26275,4572,0,10896
44576,8261,0,10717
25669,4477,0,11019
30943,5388,0,10766
21984,3897,0,11024
40103,7323,0,10730
16328,2867,0,11020
4668,814,0,10824
4251,749,0,10802
2002,356,0,10759
35890,6425,0,10758
46832,8729,0,10735
54226,10321,0,10834
52808,9995,0,10744
51125,9617,0,11025
15627,2746,0,10808
10564,1880,0,11020
29612,5132,0,10886
17272,3041,0,11020
26444,4599,0,11002
33529,5931,0,10894
38493,7009,0,10812
25187,4407,0,11027
39221,7147,0,10940
17524,3091,0,11023
49615,9306,0,10770
35826,6410,0,10800
39786,7266,0,10717
39178,7139,0,10940
52980,10038,0,10803
51322,9659,0,10720
31361,5481,0,10795
41159,7541,0,10908
48369,9046,0,10766
53011,10045,0,10734
47216,8801,0,10747
42857,7889,0,10759
3393,600,0,10717
25959,4527,0,11017
42986,7915,0,10744
45145,8382,0,10769
14314,2522,0,11025
42170,7750,0,10717
29432,5101,0,11023
18301,3221,0,11024
32491,5700,0,10734
27284,4767,0,10996
43491,8017,0,10868
40296,7360,0,10795
29378,5092,0,10720
19017,3351,0,10908
48797,9129,0,11015
12206,2145,0,11021
41652,7644,0,10975
40999,7493,0,10759
22642,4010,0,10717
39369,7175,0,10940
22650,4011,0,11023
53916,10247,0,10748
8758,1542,0,10727
42833,7885,0,10862
43329,7985,0,10753
26341,4582,0,10779
54505,10384,0,10735
33926,6016,0,10940
3467,611,0,10734
42284,7772,0,10747
9889,1747,0,10880
24063,4232,0,11022
40008,7304,0,10919
29767,5164,0,10717
7050,1200,0,10765
49825,9344,0,10812
47606,8890,0,11019
16518,2906,0,10770
55576,10628,0,10764
53728,10203,0,10843
17029,2999,0,11024
55383,10592,0,10834
47904,8948,0,10876
16831,2963,0,10764
5424,933,0,10735
42920,7903,0,10764
35905,6430,0,10766
45206,8396,0,10717
20249,3582,0,10786
47543,8875,0,10820
16768,2953,0,11018
26402,4594,0,11003
9645,1700,0,10756
23140,4085,0,10743
31509,5513,0,10808
17074,3007,0,11022
34946,6238,0,10715
10883,1927,0,11019
6509,1111,0,10764
25463,4452,0,11026
38371,6986,0,10940
50735,9532,0,10745
42095,7736,0,10727
47452,8853,0,10727
33027,5827,0,10727
33071,5837,0,11007
11574,2038,0,11019
15920,2796,0,11022
24344,4277,0,11021
34528,6139,0,10940
40729,7445,0,10820
36959,6666,0,10715
26716,4652,0,10734
14346,2528,0,10840
40401,7380,0,10787
4766,829,0,10924
6485,1110,0,10734
